StopAreaNaptanCode,Mode,Line,UniqueId,Name,FareZones,HubNaptanCode,Wifi,AirportInterchange,BlueBadgeCarParking,BlueBadgeCarParkSpaces,StationUniqueId,IsAccessible,IsFeeCharged,Id,Type
940GZZLUACT,tube,district,940GZZLUACT,Acton Town,3,,True,,False,0.0,940GZZLUACT,TRUE,False,3.0,Unisex
940GZZLUACT,tube,piccadilly,940GZZLUACT,Acton Town,3,,True,,False,0.0,940GZZLUACT,FALSE,False,1.0,Male
940GZZLUACT,tube,piccadilly,940GZZLUACT,Acton Town,3,,True,,False,0.0,940GZZLUACT,FALSE,False,2.0,Female
940GZZLUACT,tube,piccadilly,940GZZLUACT,Acton Town,3,,True,,False,0.0,940GZZLUACT,TRUE,False,3.0,Unisex
940GZZLUACY,tube,northern,940GZZLUACY,Archway,2|3,,True,,False,0.0,,,,,
940GZZLUADE,tube,district,940GZZLUADE,Aldgate East,1,,True,,False,0.0,,,,,
940GZZLUADE,tube,hammersmith-city,940GZZLUADE,Aldgate East,1,,True,,False,0.0,,,,,
940GZZLUAGL,tube,northern,940GZZLUAGL,Angel,1,,True,,False,0.0,,,,,
940GZZLUALD,tube,circle,940GZZLUALD,Aldgate,1,,True,,False,0.0,,,,,
940GZZLUALD,tube,metropolitan,940GZZLUALD,Aldgate,1,,True,,False,0.0,,,,,
