StopAreaNaptanCode,Mode,Line,UniqueId,Name,FareZones,HubNaptanCode,Wifi,AirportInterchange,BlueBadgeCarParking,BlueBadgeCarParkSpaces,StationUniqueId,IsAccessible,IsFeeCharged,Id
940GZZLUFBY,tube,district,940GZZLUFBY,Fulham Broadway,2,,True,,False,,,,,
940GZZLUFLP,tube,central,940GZZLUFLP,Fairlop,4,,True,,False,,940GZZLUFLP,FALSE,False,1.0
940GZZLUFLP,tube,central,940GZZLUFLP,Fairlop,4,,True,,False,,940GZZLUFLP,FALSE,False,2.0
940GZZLUFYC,tube,northern,940GZZLUFYC,Finchley Central,4,,True,,True,6.0,940GZZLUFYC,TRUE,False,3.0
940GZZLUFYR,tube,metropolitan,940GZZLUFYR,Finchley Road,2,,False,,False,,940GZZLUFYR,TRUE,False,1.0
940GZZLUFYR,tube,metropolitan,940GZZLUFYR,Finchley Road,2,,False,,False,,940GZZLUFYR,TRUE,False,2.0
940GZZLUFYR,tube,jubilee,940GZZLUFYR,Finchley Road,2,,False,,False,,940GZZLUFYR,TRUE,False,1.0
940GZZLUFYR,tube,jubilee,940GZZLUFYR,Finchley Road,2,,False,,False,,940GZZLUFYR,TRUE,False,2.0
940GZZLUGDG,tube,northern,940GZZLUGDG,Goodge Street,1,,True,,False,,,,,
940GZZLUGGH,tube,central,940GZZLUGGH,Grange Hill,4,,True,,False,,940GZZLUGGH,FALSE,False,1.0
940GZZLUGGH,tube,central,940GZZLUGGH,Grange Hill,4,,True,,False,,940GZZLUGGH,FALSE,False,2.0
940GZZLUGGN,tube,northern,940GZZLUGGN,Golders Green,3,,True,,False,,,,,
940GZZLUGHK,tube,circle,940GZZLUGHK,Goldhawk Road,2,,True,,False,,,,,
940GZZLUGHK,tube,hammersmith-city,940GZZLUGHK,Goldhawk Road,2,,True,,False,,,,,
940GZZLUGPK,tube,piccadilly,940GZZLUGPK,Green Park,1,,True,,False,,940GZZLUGPK,FALSE,True,1.0
940GZZLUGPK,tube,piccadilly,940GZZLUGPK,Green Park,1,,True,,False,,940GZZLUGPK,FALSE,True,2.0
940GZZLUGPK,tube,victoria,940GZZLUGPK,Green Park,1,,True,,False,,940GZZLUGPK,FALSE,True,1.0
940GZZLUGPK,tube,victoria,940GZZLUGPK,Green Park,1,,True,,False,,940GZZLUGPK,FALSE,True,2.0
940GZZLUGPK,tube,jubilee,940GZZLUGPK,Green Park,1,,True,,False,,940GZZLUGPK,FALSE,True,1.0
940GZZLUGPK,tube,jubilee,940GZZLUGPK,Green Park,1,,True,,False,,940GZZLUGPK,FALSE,True,2.0
940GZZLUGPS,tube,circle,940GZZLUGPS,Great Portland Street,1,,True,,False,,,,,
940GZZLUGPS,tube,hammersmith-city,940GZZLUGPS,Great Portland Street,1,,True,,False,,,,,
940GZZLUGPS,tube,metropolitan,940GZZLUGPS,Great Portland Street,1,,True,,False,,,,,
940GZZLUGTH,tube,central,940GZZLUGTH,Gants Hill,4,,True,,False,,,,,
940GZZLUGTR,tube,district,940GZZLUGTR,Gloucester Road,1,,True,,False,,,,,
940GZZLUGTR,tube,circle,940GZZLUGTR,Gloucester Road,1,,True,,False,,,,,
940GZZLUGTR,tube,piccadilly,940GZZLUGTR,Gloucester Road,1,,True,,False,,,,,
940GZZLUHBN,tube,central,940GZZLUHBN,Holborn,1,,True,,False,,,,,
940GZZLUHBN,tube,piccadilly,940GZZLUHBN,Holborn,1,,True,,False,,,,,
940GZZLUHBT,tube,northern,940GZZLUHBT,High Barnet,5,,True,,True,5.0,940GZZLUHBT,FALSE,False,1.0
940GZZLUHBT,tube,northern,940GZZLUHBT,High Barnet,5,,True,,True,5.0,940GZZLUHBT,FALSE,False,2.0
940GZZLUHBT,tube,northern,940GZZLUHBT,High Barnet,5,,True,,True,5.0,940GZZLUHBT,TRUE,False,3.0
940GZZLUHCH,tube,district,940GZZLUHCH,Hornchurch,6,,True,,False,,940GZZLUHCH,FALSE,False,1.0
940GZZLUHCH,tube,district,940GZZLUHCH,Hornchurch,6,,True,,False,,940GZZLUHCH,FALSE,False,2.0
940GZZLUHCL,tube,northern,940GZZLUHCL,Hendon Central,3|4,,True,,False,,940GZZLUHCL,TRUE,False,1.0
940GZZLUHGD,tube,metropolitan,940GZZLUHGD,Hillingdon,6,,True,,True,6.0,940GZZLUHGD,FALSE,False,1.0
940GZZLUHGD,tube,metropolitan,940GZZLUHGD,Hillingdon,6,,True,,True,6.0,940GZZLUHGD,FALSE,False,2.0
940GZZLUHGD,tube,metropolitan,940GZZLUHGD,Hillingdon,6,,True,,True,6.0,940GZZLUHGD,TRUE,False,3.0
940GZZLUHGD,tube,piccadilly,940GZZLUHGD,Hillingdon,6,,True,,True,6.0,940GZZLUHGD,FALSE,False,1.0
940GZZLUHGD,tube,piccadilly,940GZZLUHGD,Hillingdon,6,,True,,True,6.0,940GZZLUHGD,FALSE,False,2.0
940GZZLUHGD,tube,piccadilly,940GZZLUHGD,Hillingdon,6,,True,,True,6.0,940GZZLUHGD,TRUE,False,3.0
940GZZLUHGR,tube,central,940GZZLUHGR,Hanger Lane,3,,False,,False,,940GZZLUHGR,FALSE,False,1.0
940GZZLUHGR,tube,central,940GZZLUHGR,Hanger Lane,3,,False,,False,,940GZZLUHGR,FALSE,False,2.0
940GZZLUHGT,tube,northern,940GZZLUHGT,Highgate,3,,True,,False,,,,,
940GZZLUHLT,tube,central,940GZZLUHLT,Hainault,4,,True,,True,4.0,940GZZLUHLT,TRUE,False,1.0
940GZZLUHNX,tube,piccadilly,940GZZLUHNX,Hatton Cross,5|6,,True,,False,,,,,
940GZZLUHPC,tube,piccadilly,940GZZLUHPC,Hyde Park Corner,1,,True,,False,,,,,
940GZZLUHPK,tube,central,940GZZLUHPK,Holland Park,2,,True,,False,,,,,
940GZZLUHSK,tube,circle,940GZZLUHSK,High Street Kensington,1,,True,,False,,,,,
940GZZLUHSK,tube,district,940GZZLUHSK,High Street Kensington,1,,True,,False,,,,,
940GZZLUHTD,tube,northern,940GZZLUHTD,Hampstead,2|3,,True,,False,,,,,
940GZZLUHWC,tube,piccadilly,940GZZLUHWC,Hounslow Central,4,,True,,False,,940GZZLUHWC,FALSE,False,1.0
940GZZLUHWC,tube,piccadilly,940GZZLUHWC,Hounslow Central,4,,True,,False,,940GZZLUHWC,FALSE,False,2.0
940GZZLUHWE,tube,piccadilly,940GZZLUHWE,Hounslow East,4,,True,,True,2.0,940GZZLUHWE,TRUE,False,1.0
940GZZLUHWT,tube,piccadilly,940GZZLUHWT,Hounslow West,5,,True,,True,10.0,,,,
940GZZLUHWY,tube,piccadilly,940GZZLUHWY,Holloway Road,2,,True,,False,,,,,
940GZZLUICK,tube,metropolitan,940GZZLUICK,Ickenham,6,,True,,False,,,,,
940GZZLUICK,tube,piccadilly,940GZZLUICK,Ickenham,6,,True,,False,,,,,
940GZZLUKBN,tube,jubilee,940GZZLUKBN,Kilburn,2,,True,,False,,940GZZLUKBN,FALSE,False,1.0
940GZZLUKBN,tube,jubilee,940GZZLUKBN,Kilburn,2,,True,,False,,940GZZLUKBN,FALSE,False,2.0
940GZZLUKBN,tube,jubilee,940GZZLUKBN,Kilburn,2,,True,,False,,940GZZLUKBN,TRUE,False,3.0
940GZZLUKBY,tube,jubilee,940GZZLUKBY,Kingsbury,4,,True,,False,,940GZZLUKBY,FALSE,False,1.0
940GZZLUKBY,tube,jubilee,940GZZLUKBY,Kingsbury,4,,True,,False,,940GZZLUKBY,FALSE,False,2.0
940GZZLUKBY,tube,jubilee,940GZZLUKBY,Kingsbury,4,,True,,False,,940GZZLUKBY,TRUE,False,3.0
940GZZLUKNB,tube,piccadilly,940GZZLUKNB,Knightsbridge,1,,True,,False,,,,,
940GZZLUKNG,tube,northern,940GZZLUKNG,Kennington,1|2,,True,,False,,,,,
940GZZLUKPK,tube,bakerloo,940GZZLUKPK,Kilburn Park,2,,True,,False,,,,,
940GZZLULAD,tube,circle,940GZZLULAD,Ladbroke Grove,2,,True,,False,,,,,
940GZZLULAD,tube,hammersmith-city,940GZZLULAD,Ladbroke Grove,2,,True,,False,,,,,
940GZZLULBN,tube,bakerloo,940GZZLULBN,Lambeth North,1,,True,,False,,,,,
940GZZLULGN,tube,central,940GZZLULGN,Loughton,6,,True,,False,,940GZZLULGN,FALSE,False,1.0
940GZZLULGN,tube,central,940GZZLULGN,Loughton,6,,True,,False,,940GZZLULGN,FALSE,False,2.0
940GZZLULGT,tube,central,940GZZLULGT,Lancaster Gate,1,,True,,False,,,,,
940GZZLULRD,tube,circle,940GZZLULRD,Latimer Road,2,,True,,False,,,,,
940GZZLULRD,tube,hammersmith-city,940GZZLULRD,Latimer Road,2,,True,,False,,,,,
940GZZLULSQ,tube,piccadilly,940GZZLULSQ,Leicester Square,1,,True,,False,,,,,
940GZZLULSQ,tube,northern,940GZZLULSQ,Leicester Square,1,,True,,False,,,,,
940GZZLULYN,tube,central,940GZZLULYN,Leyton,3,,True,,False,,940GZZLULYN,FALSE,False,1.0
940GZZLULYN,tube,central,940GZZLULYN,Leyton,3,,True,,False,,940GZZLULYN,FALSE,False,2.0
940GZZLULYS,tube,central,940GZZLULYS,Leytonstone,3|4,,True,,False,,940GZZLULYS,FALSE,False,1.0
940GZZLULYS,tube,central,940GZZLULYS,Leytonstone,3|4,,True,,False,,940GZZLULYS,FALSE,False,2.0
940GZZLUMBA,tube,central,940GZZLUMBA,Marble Arch,1,,True,,False,,,,,
940GZZLUMDN,tube,northern,940GZZLUMDN,Morden,4,,True,,False,,,,,
940GZZLUMED,tube,central,940GZZLUMED,Mile End,2,,True,,False,,,,,
940GZZLUMED,tube,district,940GZZLUMED,Mile End,2,,True,,False,,,,,
940GZZLUMED,tube,hammersmith-city,940GZZLUMED,Mile End,2,,True,,False,,,,,
940GZZLUMHL,tube,northern,940GZZLUMHL,Mill Hill East,4,,True,,False,,,,,
940GZZLUMMT,tube,circle,940GZZLUMMT,Monument,1,,True,,False,,,,,
940GZZLUMMT,tube,district,940GZZLUMMT,Monument,1,,True,,False,,,,,
940GZZLUMPK,tube,metropolitan,940GZZLUMPK,Moor Park,6|7,,True,,False,,940GZZLUMPK,FALSE,False,1.0
940GZZLUMPK,tube,metropolitan,940GZZLUMPK,Moor Park,6|7,,True,,False,,940GZZLUMPK,FALSE,False,2.0
940GZZLUMRH,tube,piccadilly,940GZZLUMRH,Manor House,2|3,,True,,False,,,,,
940GZZLUMSH,tube,circle,940GZZLUMSH,Mansion House,1,,True,,False,,,,,
940GZZLUMSH,tube,district,940GZZLUMSH,Mansion House,1,,True,,False,,,,,
940GZZLUMTC,tube,northern,940GZZLUMTC,Mornington Crescent,2,,True,,False,,,,,
940GZZLUMVL,tube,bakerloo,940GZZLUMVL,Maida Vale,2,,True,,False,,,,,
940GZZLUNAN,tube,central,940GZZLUNAN,North Acton,2|3,,True,,False,,,,,
940GZZLUNBP,tube,central,940GZZLUNBP,Newbury Park,4,,True,,True,6.0,940GZZLUNBP,FALSE,False,1.0
940GZZLUNBP,tube,central,940GZZLUNBP,Newbury Park,4,,True,,True,6.0,940GZZLUNBP,FALSE,False,2.0
940GZZLUNDN,tube,jubilee,940GZZLUNDN,Neasden,3,,True,,False,,,,,
940GZZLUNEN,tube,piccadilly,940GZZLUNEN,North Ealing,3,,True,,False,,940GZZLUNEN,FALSE,False,1.0
940GZZLUNEN,tube,piccadilly,940GZZLUNEN,North Ealing,3,,True,,False,,940GZZLUNEN,FALSE,False,2.0
940GZZLUNFD,tube,piccadilly,940GZZLUNFD,Northfields,3,,True,,False,,940GZZLUNFD,FALSE,False,1.0
940GZZLUNFD,tube,piccadilly,940GZZLUNFD,Northfields,3,,True,,False,,940GZZLUNFD,FALSE,False,2.0
940GZZLUNGW,tube,jubilee,940GZZLUNGW,North Greenwich,2|3,HUBNGW,True,,True,19.0,,,,
940GZZLUNHA,tube,metropolitan,940GZZLUNHA,North Harrow,5,,True,,False,,940GZZLUNHA,FALSE,False,1.0
940GZZLUNHA,tube,metropolitan,940GZZLUNHA,North Harrow,5,,True,,False,,940GZZLUNHA,FALSE,False,2.0
940GZZLUNHG,tube,circle,940GZZLUNHG,Notting Hill Gate,1|2,,True,,False,,,,,
940GZZLUNHG,tube,district,940GZZLUNHG,Notting Hill Gate,1|2,,True,,False,,,,,
940GZZLUNHG,tube,central,940GZZLUNHG,Notting Hill Gate,1|2,,True,,False,,,,,
940GZZLUNHT,tube,central,940GZZLUNHT,Northolt,5,,True,,False,,940GZZLUNHT,FALSE,False,1.0
940GZZLUNHT,tube,central,940GZZLUNHT,Northolt,5,,True,,False,,940GZZLUNHT,FALSE,False,2.0
940GZZLUNKP,tube,metropolitan,940GZZLUNKP,Northwick Park,4,,True,,False,,940GZZLUNKP,FALSE,False,1.0
940GZZLUNKP,tube,metropolitan,940GZZLUNKP,Northwick Park,4,,True,,False,,940GZZLUNKP,FALSE,False,2.0
940GZZLUNOW,tube,metropolitan,940GZZLUNOW,Northwood,6,,True,,False,,940GZZLUNOW,FALSE,False,1.0
940GZZLUNOW,tube,metropolitan,940GZZLUNOW,Northwood,6,,True,,False,,940GZZLUNOW,FALSE,False,2.0
940GZZLUNWH,tube,metropolitan,940GZZLUNWH,Northwood Hills,6,,True,,False,,940GZZLUNWH,FALSE,False,1.0
940GZZLUNWH,tube,metropolitan,940GZZLUNWH,Northwood Hills,6,,True,,False,,940GZZLUNWH,FALSE,False,2.0
940GZZLUOAK,tube,piccadilly,940GZZLUOAK,Oakwood,5,,True,,True,6.0,940GZZLUOAK,FALSE,False,1.0
940GZZLUOAK,tube,piccadilly,940GZZLUOAK,Oakwood,5,,True,,True,6.0,940GZZLUOAK,FALSE,False,2.0
940GZZLUOSY,tube,piccadilly,940GZZLUOSY,Osterley,4,,True,,False,,940GZZLUOSY,FALSE,False,1.0
940GZZLUOSY,tube,piccadilly,940GZZLUOSY,Osterley,4,,True,,False,,940GZZLUOSY,FALSE,False,2.0
940GZZLUOVL,tube,northern,940GZZLUOVL,Oval,2,,True,,False,,,,,
940GZZLUOXC,tube,central,940GZZLUOXC,Oxford Circus,1,,True,,False,,,,,
940GZZLUOXC,tube,bakerloo,940GZZLUOXC,Oxford Circus,1,,True,,False,,,,,
940GZZLUOXC,tube,victoria,940GZZLUOXC,Oxford Circus,1,,True,,False,,,,,
940GZZLUPCC,tube,bakerloo,940GZZLUPCC,Piccadilly Circus,1,,True,,False,,940GZZLUPCC,FALSE,True,1.0
940GZZLUPCC,tube,bakerloo,940GZZLUPCC,Piccadilly Circus,1,,True,,False,,940GZZLUPCC,FALSE,True,2.0
940GZZLUPCC,tube,piccadilly,940GZZLUPCC,Piccadilly Circus,1,,True,,False,,940GZZLUPCC,FALSE,True,1.0
940GZZLUPCC,tube,piccadilly,940GZZLUPCC,Piccadilly Circus,1,,True,,False,,940GZZLUPCC,FALSE,True,2.0
940GZZLUPCO,tube,victoria,940GZZLUPCO,Pimlico,1,,True,,False,,,,,
940GZZLUPKR,tube,piccadilly,940GZZLUPKR,Park Royal,3,,True,,False,,940GZZLUPKR,FALSE,False,1.0
940GZZLUPKR,tube,piccadilly,940GZZLUPKR,Park Royal,3,,True,,False,,940GZZLUPKR,FALSE,False,2.0
940GZZLUPLW,tube,district,940GZZLUPLW,Plaistow,3,,True,,False,,,,,
940GZZLUPLW,tube,hammersmith-city,940GZZLUPLW,Plaistow,3,,True,,False,,,,,
940GZZLUPNR,tube,metropolitan,940GZZLUPNR,Pinner,5,,True,,False,,940GZZLUPNR,FALSE,False,1.0
940GZZLUPNR,tube,metropolitan,940GZZLUPNR,Pinner,5,,True,,False,,940GZZLUPNR,FALSE,False,2.0
940GZZLUPNR,tube,metropolitan,940GZZLUPNR,Pinner,5,,True,,False,,940GZZLUPNR,TRUE,False,3.0
940GZZLUPRD,tube,metropolitan,940GZZLUPRD,Preston Road,4,,True,,False,,940GZZLUPRD,FALSE,False,1.0
940GZZLUPRD,tube,metropolitan,940GZZLUPRD,Preston Road,4,,True,,False,,940GZZLUPRD,FALSE,False,2.0
940GZZLUPSG,tube,district,940GZZLUPSG,Parsons Green,2,,True,,False,,,,,
940GZZLUPVL,tube,central,940GZZLUPVL,Perivale,4,,True,,False,,940GZZLUPVL,FALSE,False,1.0
940GZZLUPVL,tube,central,940GZZLUPVL,Perivale,4,,True,,False,,940GZZLUPVL,FALSE,False,2.0
940GZZLUPYB,tube,district,940GZZLUPYB,Putney Bridge,2,,False,,False,,,,,
940GZZLUQBY,tube,jubilee,940GZZLUQBY,Queensbury,4,,True,,False,,940GZZLUQBY,FALSE,False,1.0
940GZZLUQBY,tube,jubilee,940GZZLUQBY,Queensbury,4,,True,,False,,940GZZLUQBY,FALSE,False,2.0
940GZZLUQBY,tube,jubilee,940GZZLUQBY,Queensbury,4,,True,,False,,940GZZLUQBY,TRUE,False,3.0
940GZZLUQWY,tube,central,940GZZLUQWY,Queensway,1,,True,,False,,,,,
940GZZLURBG,tube,central,940GZZLURBG,Redbridge,4,,True,,False,,940GZZLURBG,FALSE,False,1.0
940GZZLURBG,tube,central,940GZZLURBG,Redbridge,4,,True,,False,,940GZZLURBG,FALSE,False,2.0
940GZZLURGP,tube,bakerloo,940GZZLURGP,Regent's Park,1,,True,,False,,,,,
940GZZLURSG,tube,central,940GZZLURSG,Ruislip Gardens,5,,False,,False,,940GZZLURSG,TRUE,False,1.0
940GZZLURSM,tube,metropolitan,940GZZLURSM,Ruislip Manor,6,,True,,False,,940GZZLURSM,FALSE,False,1.0
940GZZLURSM,tube,metropolitan,940GZZLURSM,Ruislip Manor,6,,True,,False,,940GZZLURSM,FALSE,False,2.0
940GZZLURSM,tube,piccadilly,940GZZLURSM,Ruislip Manor,6,,True,,False,,940GZZLURSM,FALSE,False,1.0
940GZZLURSM,tube,piccadilly,940GZZLURSM,Ruislip Manor,6,,True,,False,,940GZZLURSM,FALSE,False,2.0
940GZZLURSP,tube,metropolitan,940GZZLURSP,Ruislip,6,,True,,True,4.0,940GZZLURSP,FALSE,False,1.0
940GZZLURSP,tube,metropolitan,940GZZLURSP,Ruislip,6,,True,,True,4.0,940GZZLURSP,FALSE,False,2.0
940GZZLURSP,tube,piccadilly,940GZZLURSP,Ruislip,6,,True,,True,4.0,940GZZLURSP,FALSE,False,1.0
940GZZLURSP,tube,piccadilly,940GZZLURSP,Ruislip,6,,True,,True,4.0,940GZZLURSP,FALSE,False,2.0
940GZZLURSQ,tube,piccadilly,940GZZLURSQ,Russell Square,1,,True,,False,,,,,
940GZZLURVP,tube,district,940GZZLURVP,Ravenscourt Park,2,,True,,False,,,,,
940GZZLURVY,tube,central,940GZZLURVY,Roding Valley,4,,True,,False,,940GZZLURVY,FALSE,False,1.0
940GZZLURVY,tube,central,940GZZLURVY,Roding Valley,4,,True,,False,,940GZZLURVY,FALSE,False,2.0
940GZZLURYL,tube,metropolitan,940GZZLURYL,Rayners Lane,5,,True,,True,6.0,,,,
940GZZLURYL,tube,piccadilly,940GZZLURYL,Rayners Lane,5,,True,,True,6.0,,,,
940GZZLURYO,tube,circle,940GZZLURYO,Royal Oak,2,,True,,False,,,,,
940GZZLURYO,tube,hammersmith-city,940GZZLURYO,Royal Oak,2,,True,,False,,,,,
940GZZLUSBM,tube,circle,940GZZLUSBM,Shepherd's Bush Market,2,,True,,False,,,,,
940GZZLUSBM,tube,hammersmith-city,940GZZLUSBM,Shepherd's Bush Market,2,,True,,False,,,,,
940GZZLUSEA,tube,piccadilly,940GZZLUSEA,South Ealing,3,,True,,False,,,,,
940GZZLUSFB,tube,district,940GZZLUSFB,Stamford Brook,2,,True,,False,,940GZZLUSFB,FALSE,False,1.0
940GZZLUSFB,tube,district,940GZZLUSFB,Stamford Brook,2,,True,,False,,940GZZLUSFB,FALSE,False,2.0
940GZZLUSFS,tube,district,940GZZLUSFS,Southfields,3,,True,,False,,,,,
940GZZLUSGN,tube,district,940GZZLUSGN,Stepney Green,2,,True,,False,,,,,
940GZZLUSGN,tube,hammersmith-city,940GZZLUSGN,Stepney Green,2,,True,,False,,,,,
940GZZLUSGT,tube,piccadilly,940GZZLUSGT,Southgate,4,,True,,False,,,,,
940GZZLUSHH,tube,piccadilly,940GZZLUSHH,South Harrow,5,,True,,False,,,,,
940GZZLUSJP,tube,circle,940GZZLUSJP,St James's Park,1,,True,,False,,,,,
940GZZLUSJP,tube,district,940GZZLUSJP,St James's Park,1,,True,,False,,,,,
940GZZLUSJW,tube,jubilee,940GZZLUSJW,St John's Wood,2,,True,,False,,940GZZLUSJW,FALSE,False,1.0
940GZZLUSJW,tube,jubilee,940GZZLUSJW,St John's Wood,2,,True,,False,,940GZZLUSJW,FALSE,False,2.0
940GZZLUSJW,tube,jubilee,940GZZLUSJW,St John's Wood,2,,True,,False,,940GZZLUSJW,TRUE,False,3.0
940GZZLUSKS,tube,circle,940GZZLUSKS,South Kensington,1,,True,,False,,,,,
940GZZLUSKS,tube,district,940GZZLUSKS,South Kensington,1,,True,,False,,,,,
940GZZLUSKS,tube,piccadilly,940GZZLUSKS,South Kensington,1,,True,,False,,,,,
940GZZLUSKW,tube,victoria,940GZZLUSKW,Stockwell,2,,True,,False,,,,,
940GZZLUSKW,tube,northern,940GZZLUSKW,Stockwell,2,,True,,False,,,,,
940GZZLUSNB,tube,central,940GZZLUSNB,Snaresbrook,4,,True,,False,,940GZZLUSNB,FALSE,False,1.0
940GZZLUSNB,tube,central,940GZZLUSNB,Snaresbrook,4,,True,,False,,940GZZLUSNB,FALSE,False,2.0
940GZZLUSPU,tube,central,940GZZLUSPU,St Paul's,1,,True,,False,,,,,
940GZZLUSSQ,tube,circle,940GZZLUSSQ,Sloane Square,1,,True,,False,,,,,
940GZZLUSSQ,tube,district,940GZZLUSSQ,Sloane Square,1,,True,,False,,,,,
940GZZLUSTM,tube,jubilee,940GZZLUSTM,Stanmore,5,,True,,True,6.0,940GZZLUSTM,FALSE,False,1.0
940GZZLUSTM,tube,jubilee,940GZZLUSTM,Stanmore,5,,True,,True,6.0,940GZZLUSTM,FALSE,False,2.0
940GZZLUSTM,tube,jubilee,940GZZLUSTM,Stanmore,5,,True,,True,6.0,940GZZLUSTM,TRUE,False,3.0
940GZZLUSUH,tube,piccadilly,940GZZLUSUH,Sudbury Hill,4,,True,,False,,940GZZLUSUH,FALSE,False,1.0
940GZZLUSUH,tube,piccadilly,940GZZLUSUH,Sudbury Hill,4,,True,,False,,940GZZLUSUH,FALSE,False,2.0
940GZZLUSUT,tube,piccadilly,940GZZLUSUT,Sudbury Town,4,,True,,True,3.0,940GZZLUSUT,FALSE,False,1.0
940GZZLUSUT,tube,piccadilly,940GZZLUSUT,Sudbury Town,4,,True,,True,3.0,940GZZLUSUT,FALSE,False,2.0
940GZZLUSWC,tube,jubilee,940GZZLUSWC,Swiss Cottage,2,,True,,False,,,,,
940GZZLUSWF,tube,central,940GZZLUSWF,South Woodford,4,,True,,True,4.0,,,,
940GZZLUSWK,tube,jubilee,940GZZLUSWK,Southwark,1,,True,,False,,,,,
940GZZLUSWN,tube,northern,940GZZLUSWN,South Wimbledon,3|4,,True,,False,,,,,
940GZZLUTAW,tube,northern,940GZZLUTAW,Totteridge & Whetstone,4,,True,,False,,940GZZLUTAW,FALSE,False,1.0
940GZZLUTAW,tube,northern,940GZZLUTAW,Totteridge & Whetstone,4,,True,,False,,940GZZLUTAW,FALSE,False,2.0
940GZZLUTBC,tube,northern,940GZZLUTBC,Tooting Bec,3,,True,,False,,,,,
940GZZLUTBY,tube,northern,940GZZLUTBY,Tooting Broadway,3,,True,,False,,,,,
940GZZLUTCR,tube,central,,,,,,,,,,,,
940GZZLUTCR,tube,northern,,,,,,,,,,,,
910GTOTCTRD,elizabeth-line,elizabeth,,,,,,,,,,,,
940GZZLUTFP,tube,northern,940GZZLUTFP,Tufnell Park,2,,True,,False,,,,,
940GZZLUTHB,tube,central,940GZZLUTHB,Theydon Bois,6,,True,,True,3.0,940GZZLUTHB,FALSE,False,1.0
940GZZLUTHB,tube,central,940GZZLUTHB,Theydon Bois,6,,True,,True,3.0,940GZZLUTHB,FALSE,False,2.0
940GZZLUTMP,tube,circle,940GZZLUTMP,Temple,1,,True,,False,,,,,
940GZZLUTMP,tube,district,940GZZLUTMP,Temple,1,,True,,False,,,,,
940GZZLUTNG,tube,district,940GZZLUTNG,Turnham Green,2|3,,True,,False,,,,,
940GZZLUTNG,tube,piccadilly,940GZZLUTNG,Turnham Green,2|3,,True,,False,,,,,
940GZZLUTPN,tube,piccadilly,940GZZLUTPN,Turnpike Lane,3,,True,,False,,,,,
940GZZLUTWH,tube,circle,940GZZLUTWH,Tower Hill,1,,True,,False,,,,,
940GZZLUTWH,tube,district,940GZZLUTWH,Tower Hill,1,,True,,False,,,,,
940GZZLUUPB,tube,district,940GZZLUUPB,Upminster Bridge,6,,True,,False,,940GZZLUUPB,FALSE,False,1.0
940GZZLUUPB,tube,district,940GZZLUUPB,Upminster Bridge,6,,True,,False,,940GZZLUUPB,FALSE,False,2.0
940GZZLUUPK,tube,district,940GZZLUUPK,Upton Park,3,,True,,False,,,,,
940GZZLUUPK,tube,hammersmith-city,940GZZLUUPK,Upton Park,3,,True,,False,,,,,
940GZZLUUPY,tube,district,940GZZLUUPY,Upney,4,,True,,False,,940GZZLUUPY,FALSE,False,1.0
940GZZLUUPY,tube,district,940GZZLUUPY,Upney,4,,True,,False,,940GZZLUUPY,FALSE,False,2.0
940GZZLUUXB,tube,metropolitan,940GZZLUUXB,Uxbridge,6,,True,,False,,940GZZLUUXB,FALSE,False,1.0
940GZZLUUXB,tube,metropolitan,940GZZLUUXB,Uxbridge,6,,True,,False,,940GZZLUUXB,FALSE,False,2.0
940GZZLUUXB,tube,metropolitan,940GZZLUUXB,Uxbridge,6,,True,,False,,940GZZLUUXB,TRUE,False,3.0
940GZZLUUXB,tube,piccadilly,940GZZLUUXB,Uxbridge,6,,True,,False,,940GZZLUUXB,FALSE,False,1.0
940GZZLUUXB,tube,piccadilly,940GZZLUUXB,Uxbridge,6,,True,,False,,940GZZLUUXB,FALSE,False,2.0
940GZZLUUXB,tube,piccadilly,940GZZLUUXB,Uxbridge,6,,True,,False,,940GZZLUUXB,TRUE,False,3.0
940GZZLUWAF,tube,metropolitan,940GZZLUWAF,Watford,7,,False,,False,,940GZZLUWAF,FALSE,False,1.0
940GZZLUWAF,tube,metropolitan,940GZZLUWAF,Watford,7,,False,,False,,940GZZLUWAF,FALSE,False,2.0
940GZZLUWCY,tube,central,940GZZLUWCY,White City,2,,True,,False,,940GZZLUWCY,FALSE,False,1.0
940GZZLUWCY,tube,central,940GZZLUWCY,White City,2,,True,,False,,940GZZLUWCY,FALSE,False,2.0
940GZZLUWFN,tube,northern,940GZZLUWFN,West Finchley,4,,True,,False,,940GZZLUWFN,FALSE,False,1.0
940GZZLUWFN,tube,northern,940GZZLUWFN,West Finchley,4,,True,,False,,940GZZLUWFN,FALSE,False,2.0
940GZZLUWHP,tube,jubilee,940GZZLUWHP,West Hampstead,2,HUBWHD,True,,False,,,,,
940GZZLUWHW,tube,metropolitan,940GZZLUWHW,West Harrow,5,,True,,False,,940GZZLUWHW,FALSE,False,1.0
940GZZLUWHW,tube,metropolitan,940GZZLUWHW,West Harrow,5,,True,,False,,940GZZLUWHW,FALSE,False,2.0
940GZZLUWHW,tube,metropolitan,940GZZLUWHW,West Harrow,5,,True,,False,,940GZZLUWHW,TRUE,False,3.0
940GZZLUWIG,tube,metropolitan,940GZZLUWIG,Willesden Green,2|3,,True,,False,,940GZZLUWIG,FALSE,False,1.0
940GZZLUWIG,tube,metropolitan,940GZZLUWIG,Willesden Green,2|3,,True,,False,,940GZZLUWIG,TRUE,False,2.0
