StopAreaNaptanCode,Mode,Line,UniqueId,Name,FareZones,HubNaptanCode,Wifi,AirportInterchange,BlueBadgeCarParking,BlueBadgeCarParkSpaces,StationUniqueId,IsAccessible,IsFeeCharged,Id
940GZZLUWIG,tube,jubilee,940GZZLUWIG,Willesden Green,2|3,,True,,False,,940GZZLUWIG,FALSE,False,1.0
940GZZLUWIG,tube,jubilee,940GZZLUWIG,Willesden Green,2|3,,True,,False,,940GZZLUWIG,TRUE,False,2.0
940GZZLUWIP,tube,district,940GZZLUWIP,Wimbledon Park,3,,True,,False,,,,,
940GZZLUWKA,tube,bakerloo,940GZZLUWKA,Warwick Avenue,2,,True,,False,,,,,
940GZZLUWKN,tube,district,940GZZLUWKN,West Kensington,2,,True,,False,,,,,
940GZZLUWLA,tube,circle,940GZZLUWLA,Wood Lane,2,,True,,False,,940GZZLUWLA,TRUE,False,1.0
940GZZLUWLA,tube,hammersmith-city,940GZZLUWLA,Wood Lane,2,,True,,False,,940GZZLUWLA,TRUE,False,1.0
940GZZLUWOF,tube,central,940GZZLUWOF,Woodford,4,,True,,True,10.0,940GZZLUWOF,FALSE,False,1.0
940GZZLUWOF,tube,central,940GZZLUWOF,Woodford,4,,True,,True,10.0,940GZZLUWOF,FALSE,False,2.0
940GZZLUWOG,tube,piccadilly,940GZZLUWOG,Wood Green,3,,True,,False,,,,,
940GZZLUWOP,tube,northern,940GZZLUWOP,Woodside Park,4,,True,,True,5.0,940GZZLUWOP,FALSE,False,1.0
940GZZLUWOP,tube,northern,940GZZLUWOP,Woodside Park,4,,True,,True,5.0,940GZZLUWOP,FALSE,False,2.0
940GZZLUWRR,tube,northern,940GZZLUWRR,Warren Street,1,,True,,False,,,,,
940GZZLUWRR,tube,victoria,940GZZLUWRR,Warren Street,1,,True,,False,,,,,
940GZZLUWSD,tube,central,940GZZLUWSD,Wanstead,4,,True,,False,,,,,
940GZZLUWSP,tube,circle,940GZZLUWSP,Westbourne Park,2,,True,,False,,,,,
940GZZLUWSP,tube,hammersmith-city,940GZZLUWSP,Westbourne Park,2,,True,,False,,,,,
940GZZLUWTA,tube,central,940GZZLUWTA,West Acton,3,,True,,False,,940GZZLUWTA,FALSE,False,1.0
940GZZLUWTA,tube,central,940GZZLUWTA,West Acton,3,,True,,False,,940GZZLUWTA,FALSE,False,2.0
940GZZLUWYP,tube,metropolitan,940GZZLUWYP,Wembley Park,4,,True,,True,6.0,940GZZLUWYP,FALSE,False,1.0
940GZZLUWYP,tube,metropolitan,940GZZLUWYP,Wembley Park,4,,True,,True,6.0,940GZZLUWYP,FALSE,False,2.0
940GZZLUWYP,tube,metropolitan,940GZZLUWYP,Wembley Park,4,,True,,True,6.0,940GZZLUWYP,TRUE,False,3.0
940GZZLUWYP,tube,jubilee,940GZZLUWYP,Wembley Park,4,,True,,True,6.0,940GZZLUWYP,FALSE,False,1.0
940GZZLUWYP,tube,jubilee,940GZZLUWYP,Wembley Park,4,,True,,True,6.0,940GZZLUWYP,FALSE,False,2.0
940GZZLUWYP,tube,jubilee,940GZZLUWYP,Wembley Park,4,,True,,True,6.0,940GZZLUWYP,TRUE,False,3.0
940GZZLUAMS,tube,metropolitan,,,,,,,,,,,,
910GAMERSHM,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUBLM,tube,northern,,,,,,,,,,,,
910GBALHAM,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUBNK,tube,northern,,,,,,,,,,,,
940GZZLUBNK,tube,central,,,,,,,,,,,,
940GZZLUBNK,tube,waterloo-city,,,,,,,,,,,,
940GZZDLBNK,dlr,dlr,,,,,,,,,,,,
940GZZCRBEK,tram,tram,,,,,,,,,,,,
910GBCKNHMJ,nationalRail,national-rail,,,,,,,,,,,,
910GBLFR,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUBKF,tube,circle,,,,,,,,,,,,
940GZZLUBKF,tube,district,,,,,,,,,,,,
940GZZLUBLR,tube,victoria,,,,,,,,,,,,
910GBLCHSRD,overground,suffragette,,,,,,,,,,,,
940GZZCRBIR,tram,tram,,,,,,,,,,,,
910GBIRKBCK,nationalRail,national-rail,,,,,,,,,,,,
910GBARKING,overground,suffragette,,,,,,,,,,,,
940GZZLUBKG,tube,district,,,,,,,,,,,,
940GZZLUBKG,tube,hammersmith-city,,,,,,,,,,,,
910GBARKING,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUBXN,tube,victoria,,,,,,,,,,,,
910GBRIXTON,nationalRail,national-rail,,,,,,,,,,,,
910GBUSHEY,overground,lioness,,,,,,,,,,,,
910GBUSHEY,nationalRail,national-rail,,,,,,,,,,,,
940GZZDLCGT,dlr,dlr,,,,,,,,,,,,
940GZZLUCGT,tube,jubilee,,,,,,,,,,,,
940GZZDLCAN,dlr,dlr,,,,,,,,,,,,
940GZZLUCYF,tube,jubilee,,,,,,,,,,,,
910GCANWHRF,elizabeth-line,elizabeth,,,,,,,,,,,,
940GZZLUCAL,tube,metropolitan,,,,,,,,,,,,
910GCHLFNAL,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUCHX,tube,bakerloo,,,,,,,,,,,,
940GZZLUCHX,tube,northern,,,,,,,,,,,,
910GCHRX,nationalRail,national-rail,,,,,,,,,,,,
910GCLPHMJ1,overground,mildmay,,,,,,,,,,,,
910GCLPHMJ1,overground,windrush,,,,,,,,,,,,
940GZZLUCYD,tube,metropolitan,,,,,,,,,,,,
910GCHRW,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUCST,tube,circle,,,,,,,,,,,,
940GZZLUCST,tube,district,,,,,,,,,,,,
910GCANONST,nationalRail,national-rail,,,,,,,,,,,,
940GZZDLCUT,dlr,dlr,,,,,,,,,,,,
910GCRYSTLP,overground,windrush,,,,,,,,,,,,
910GEALINGB,elizabeth-line,elizabeth,,,,,,,,,,,,
910GEALINGB,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUEBY,tube,central,,,,,,,,,,,,
940GZZLUEBY,tube,district,,,,,,,,,,,,
940GZZCRECR,tram,tram,,,,,,,,,,,,
910GECROYDN,nationalRail,national-rail,,,,,,,,,,,,
940GZZCRELM,tram,tram,,,,,,,,,,,,
940GZZLUEAC,tube,northern,,,,,,,,,,,,
910GELPHNAC,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUEAC,tube,bakerloo,,,,,,,,,,,,
940GZZLUEUS,tube,northern,,,,,,,,,,,,
940GZZLUEUS,tube,victoria,,,,,,,,,,,,
910GEUSTON,overground,lioness,,,,,,,,,,,,
910GEUSTON,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUFPK,tube,piccadilly,,,,,,,,,,,,
940GZZLUFPK,tube,victoria,,,,,,,,,,,,
910GFNPK,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUGFD,tube,central,,,,,,,,,,,,
910GGFORD,nationalRail,national-rail,,,,,,,,,,,,
910GGNWH,nationalRail,national-rail,,,,,,,,,,,,
940GZZDLGRE,dlr,dlr,,,,,,,,,,,,
940GZZLUGBY,tube,district,,,,,,,,,,,,
910GGNRSBRY,overground,mildmay,,,,,,,,,,,,
940GZZLUHRC,tube,piccadilly,,,,,,,,,,,,
910GHTRWAPT,elizabeth-line,elizabeth,,,,,,,,,,,,
910GHTRWAPT,nationalRail,national-rail,,,,,,,,,,,,
910GHARLSDN,overground,lioness,,,,,,,,,,,,
940GZZLUHSN,tube,bakerloo,,,,,,,,,,,,
910GHGHI,overground,windrush,,,,,,,,,,,,
940GZZLUHAI,tube,victoria,,,,,,,,,,,,
910GHGHI,overground,mildmay,,,,,,,,,,,,
940GZZLUHSC,tube,circle,,,,,,,,,,,,
940GZZLUHSC,tube,hammersmith-city,,,,,,,,,,,,
940GZZLUHSD,tube,district,,,,,,,,,,,,
940GZZLUHSD,tube,piccadilly,,,,,,,,,,,,
940GZZLUHOH,tube,metropolitan,,,,,,,,,,,,
910GHAROOTH,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUHAW,tube,bakerloo,,,,,,,,,,,,
910GHROW,overground,lioness,,,,,,,,,,,,
910GHTRWTM4,elizabeth-line,elizabeth,,,,,,,,,,,,
9400GZLUHR41,tube,piccadilly,,,,,,,,,,,,
910GHTRWTM5,elizabeth-line,elizabeth,,,,,,,,,,,,
910GHTRWTM6,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUHR5,tube,piccadilly,,,,,,,,,,,,
910GCSEAH,overground,mildmay,,,,,,,,,,,,
910GCSEAH,nationalRail,national-rail,,,,,,,,,,,,
910GKNGX,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUKSX,tube,circle,,,,,,,,,,,,
940GZZLUKSX,tube,hammersmith-city,,,,,,,,,,,,
940GZZLUKSX,tube,metropolitan,,,,,,,,,,,,
940GZZLUKSX,tube,victoria,,,,,,,,,,,,
940GZZLUKSX,tube,piccadilly,,,,,,,,,,,,
940GZZLUKSX,tube,northern,,,,,,,,,,,,
940GZZLUKSL,tube,bakerloo,,,,,,,,,,,,
910GKENSLG,overground,lioness,,,,,,,,,,,,
940GZZLUKEN,tube,bakerloo,,,,,,,,,,,,
910GKTON,overground,lioness,,,,,,,,,,,,
940GZZLUKOY,tube,district,,,,,,,,,,,,
910GKENOLYM,overground,mildmay,,,,,,,,,,,,
910GKENOLYM,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUKSH,tube,northern,,,,,,,,,,,,
910GKNTSHTN,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUKWG,tube,district,,,,,,,,,,,,
910GKEWGRDN,overground,mildmay,,,,,,,,,,,,
940GZZLULNB,tube,northern,,,,,,,,,,,,
940GZZLULNB,tube,jubilee,,,,,,,,,,,,
910GLNDNBDC,nationalRail,national-rail,,,,,,,,,,,,
940GZZDLLCA,dlr,dlr,,,,,,,,,,,,
940GZZDLLEW,dlr,dlr,,,,,,,,,,,,
940GZZDLLIM,dlr,dlr,,,,,,,,,,,,
940GZZLULVT,tube,circle,,,,,,,,,,,,
940GZZLULVT,tube,hammersmith-city,,,,,,,,,,,,
940GZZLULVT,tube,metropolitan,,,,,,,,,,,,
910GLIVST,overground,weaver,,,,,,,,,,,,
910GLIVST,nationalRail,national-rail,,,,,,,,,,,,
940GZZLULVT,tube,central,,,,,,,,,,,,
910GLIVST,elizabeth-line,elizabeth,,,,,,,,,,,,
910GLIVSTLL,elizabeth-line,elizabeth,,,,,,,,,,,,
940GZZCRMJT,tram,tram,,,,,,,,,,,,
910GMITCHMJ,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUMYB,tube,bakerloo,,,,,,,,,,,,
910GMARYLBN,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUNWY,tube,bakerloo,,,,,,,,,,,,
910GNWEMBLY,overground,lioness,,,,,,,,,,,,
910GNORWDJ,overground,windrush,,,,,,,,,,,,
910GNORWDJ,nationalRail,national-rail,,,,,,,,,,,,
910GNWCRELL,overground,windrush,,,,,,,,,,,,
910GNEWXGTE,overground,windrush,,,,,,,,,,,,
940GZZLUODS,tube,northern,,,,,,,,,,,,
910GOLDST,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUPAC,tube,circle,,,,,,,,,,,,
940GZZLUPAC,tube,district,,,,,,,,,,,,
940GZZLUPAC,tube,bakerloo,,,,,,,,,,,,
910GPADTON,elizabeth-line,elizabeth,,,,,,,,,,,,
910GPADTON,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUPAH,tube,circle,,,,,,,,,,,,
940GZZLUPAH,tube,hammersmith-city,,,,,,,,,,,,
910GPADTLL,elizabeth-line,elizabeth,,,,,,,,,,,,
910GQPRK,overground,lioness,,,,,,,,,,,,
940GZZLUQPS,tube,bakerloo,,,,,,,,,,,,
940GZZLURKW,tube,metropolitan,,,,,,,,,,,,
910GRCKMNSW,nationalRail,national-rail,,,,,,,,,,,,
940GZZLURMD,tube,district,,,,,,,,,,,,
910GRICHMND,overground,mildmay,,,,,,,,,,,,
940GZZLUSGP,tube,bakerloo,,,,,,,,,,,,
910GSTNBGPK,overground,lioness,,,,,,,,,,,,
940GZZDLSHA,dlr,dlr,,,,,,,,,,,,
910GSHADWEL,overground,windrush,,,,,,,,,,,,
940GZZLUSKT,tube,bakerloo,,,,,,,,,,,,
910GSKENTON,overground,lioness,,,,,,,,,,,,
910GSHPDSB,overground,mildmay,,,,,,,,,,,,
910GSHPDSB,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUSBC,tube,central,,,,,,,,,,,,
910GSTFD,overground,mildmay,,,,,,,,,,,,
940GZZLUSTD,tube,central,,,,,,,,,,,,
910GSTFD,elizabeth-line,elizabeth,,,,,,,,,,,,
910GSTFD,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUSTD,tube,jubilee,,,,,,,,,,,,
940GZZDLSTD,dlr,dlr,,,,,,,,,,,,
940GZZLUSRP,tube,central,,,,,,,,,,,,
910GSEVNSIS,overground,weaver,,,,,,,,,,,,
910GSEVNSIS,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUSVS,tube,victoria,,,,,,,,,,,,
910GSYDENHM,overground,windrush,,,,,,,,,,,,
910GSYDENHM,nationalRail,national-rail,,,,,,,,,,,,
940GZZDLTWG,dlr,dlr,,,,,,,,,,,,
940GZZLUTMH,tube,victoria,,,,,,,,,,,,
940GZZLUUPM,tube,district,,,,,,,,,,,,
910GUPMNSTR,overground,liberty,,,,,,,,,,,,
940GZZLUVIC,tube,circle,,,,,,,,,,,,
940GZZLUVIC,tube,district,,,,,,,,,,,,
940GZZLUVIC,tube,victoria,,,,,,,,,,,,
940GZZLUVXL,tube,victoria,,,,,,,,,,,,
940GZZLUWLO,tube,northern,,,,,,,,,,,,
940GZZLUWLO,tube,bakerloo,,,,,,,,,,,,
940GZZLUWLO,tube,jubilee,,,,,,,,,,,,
940GZZLUWLO,tube,waterloo-city,,,,,,,,,,,,
940GZZLUWBN,tube,district,,,,,,,,,,,,
910GWBRMPTN,overground,mildmay,,,,,,,,,,,,
910GWBRMPTN,nationalRail,national-rail,,,,,,,,,,,,
940GZZCRWCR,tram,tram,,,,,,,,,,,,
910GWCROYDN,overground,windrush,,,,,,,,,,,,
910GWCROYDN,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUWHM,tube,district,,,,,,,,,,,,
940GZZLUWHM,tube,hammersmith-city,,,,,,,,,,,,
940GZZDLWHM,dlr,dlr,,,,,,,,,,,,
940GZZLUWHM,tube,jubilee,,,,,,,,,,,,
910GWHAMHL,nationalRail,national-rail,,,,,,,,,,,,
910GWATFDJ,overground,lioness,,,,,,,,,,,,
910GWLTWCEN,overground,weaver,,,,,,,,,,,,
940GZZLUWWL,tube,victoria,,,,,,,,,,,,
940GZZLUWJN,tube,bakerloo,,,,,,,,,,,,
910GWLSDJHL,overground,lioness,,,,,,,,,,,,
910GWLSDJHL,overground,mildmay,,,,,,,,,,,,
940GZZCRWMB,tram,tram,,,,,,,,,,,,
940GZZLUWIM,tube,district,,,,,,,,,,,,
910GWIMBLDN,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUWYC,tube,bakerloo,,,,,,,,,,,,
910GWMBY,overground,lioness,,,,,,,,,,,,
910GWMBY,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUWRP,tube,central,,,,,,,,,,,,
940GZZLUWSM,tube,circle,,,,,,,,,,,,
940GZZLUWSM,tube,district,,,,,,,,,,,,
940GZZLUWSM,tube,jubilee,,,,,,,,,,,,
910GWOLWCHA,nationalRail,national-rail,,,,,,,,,,,,
940GZZDLWLA,dlr,dlr,,,,,,,,,,,,
940GZZLUCWR,tube,jubilee,,,,,,,,,,,,
910GCNDAW,overground,windrush,,,,,,,,,,,,
940GZZLUFCN,tube,circle,,,,,,,,,,,,
940GZZLUFCN,tube,hammersmith-city,,,,,,,,,,,,
940GZZLUFCN,tube,metropolitan,,,,,,,,,,,,
910GFRNDNLT,nationalRail,national-rail,,,,,,,,,,,,
910GFRNDXR,elizabeth-line,elizabeth,,,,,,,,,,,,
940GZZLUMGT,tube,circle,,,,,,,,,,,,
940GZZLUMGT,tube,hammersmith-city,,,,,,,,,,,,
940GZZLUMGT,tube,metropolitan,,,,,,,,,,,,
940GZZLUMGT,tube,northern,,,,,,,,,,,,
910GMGRT,nationalRail,national-rail,,,,,,,,,,,,
940GZZLUWPL,tube,district,,,,,,,,,,,,
940GZZLUWPL,tube,hammersmith-city,,,,,,,,,,,,
910GWCHAPEL,overground,windrush,,,,,,,,,,,,
910GWCHAPXR,elizabeth-line,elizabeth,,,,,,,,,,,,
940GZZBPSUST,tube,northern,940GZZBPSUST,Battersea Power Station,1,,True,,False,,940GZZBPSUST,TRUE,False,1.0
940GZZNEUGST,tube,northern,940GZZNEUGST,Nine Elms,1,,True,,False,,940GZZNEUGST,TRUE,False,1.0
910GBKRVS,overground,suffragette,910GBKRVS,Barking Riverside,4,910GBKRVS,True,,False,,910GBKRVS,TRUE,False,1.0
