PlatformUniqueId,StopAreaNaptanCode,Line,DirectionTowards,MinGap,MaxGap,AverageGap,MinStep,MaxStep,AverageStep,DesignatedLevelAccessPoint,LocationOfLevelAccess,LevelAccessByManualRamp,AdditionalAccessibilityInformation,GroupName
910GSVNKNGS-Plat01-WB-elizabeth|national-rail,910GSVNKNGS,national-rail,,,,,,,,False,,True,,
910GSVNKNGS-Plat02-EB-elizabeth,910GSVNKNGS,elizabeth,Shenfield,,,,,,,False,,True,,
910GSVNKNGS-Plat03-WB-elizabeth|national-rail,910GSVNKNGS,elizabeth,Liverpool Street,,,,,,,False,,True,,
910GSVNKNGS-Plat03-WB-elizabeth|national-rail,910GSVNKNGS,national-rail,,,,,,,,False,,True,,
910GSVNKNGS-Plat04-EB-elizabeth,910GSVNKNGS,elizabeth,Shenfield,,,,,,,False,,True,,
910GSWLY-Plat01-NB-national-rail,910GSWLY,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSWLY-Plat02-SB-national-rail,910GSWLY,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSWLY-Plat03-NB-national-rail,910GSWLY,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GSWLY-Plat04-SB-national-rail,910GSWLY,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTAPLOW-Plat01-WB-elizabeth|national-rail,910GTAPLOW,elizabeth,Reading,,,,,,,False,,True,,
910GTAPLOW-Plat01-WB-elizabeth|national-rail,910GTAPLOW,national-rail,,,,,,,,False,,True,,
910GTAPLOW-Plat02-EB-elizabeth|national-rail,910GTAPLOW,elizabeth,Paddington Station,,,,,,,False,,True,,
910GTAPLOW-Plat02-EB-elizabeth|national-rail,910GTAPLOW,national-rail,,,,,,,,False,,True,,
910GTAPLOW-Plat03-WB-elizabeth|national-rail,910GTAPLOW,elizabeth,Reading,,,,,,,False,,True,,
910GTAPLOW-Plat03-WB-elizabeth|national-rail,910GTAPLOW,national-rail,,,,,,,,False,,True,,
910GTAPLOW-Plat04-EB-elizabeth|national-rail,910GTAPLOW,elizabeth,Paddington Station,,,,,,,False,,True,,
910GTAPLOW-Plat04-EB-elizabeth|national-rail,910GTAPLOW,national-rail,,,,,,,,False,,True,,
910GTHBLDSG-Plat01-SB-london-overground,910GTHBLDSG,weaver,,,,,,,,False,,False,,
910GTHBLDSG-Plat02-NB-london-overground,910GTHBLDSG,weaver,,,,,,,,False,,False,,
910GTOOTING-Plat01-NB-national-rail,910GTOOTING,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTOOTING-Plat02-SB-national-rail,910GTOOTING,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTULSEH-Plat01-NB-national-rail,910GTULSEH,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTULSEH-Plat02-SB-national-rail,910GTULSEH,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GTURKYST-Plat01-SB-london-overground,910GTURKYST,weaver,,,,,,,,False,,False,,
910GTURKYST-Plat02-NB-london-overground,910GTURKYST,weaver,,,,,,,,False,,False,,
910GTWYFORD-Plat01-WB-elizabeth|national-rail,910GTWYFORD,elizabeth,Reading,,,,,,,False,,True,,
910GTWYFORD-Plat01-WB-elizabeth|national-rail,910GTWYFORD,national-rail,,,,,,,,False,,True,,
910GTWYFORD-Plat02-EB-elizabeth|national-rail,910GTWYFORD,elizabeth,Paddington Station,,,,,,,False,,True,,
910GTWYFORD-Plat02-EB-elizabeth|national-rail,910GTWYFORD,national-rail,,,,,,,,False,,True,,
910GTWYFORD-Plat03-WB-elizabeth|national-rail,910GTWYFORD,elizabeth,Reading,,,,,,,False,,True,,
910GTWYFORD-Plat03-WB-elizabeth|national-rail,910GTWYFORD,national-rail,,,,,,,,False,,True,,
910GTWYFORD-Plat04-EB-elizabeth|national-rail,910GTWYFORD,elizabeth,Paddington Station,,,,,,,False,,True,,
910GTWYFORD-Plat04-EB-elizabeth|national-rail,910GTWYFORD,national-rail,,,,,,,,False,,True,,
910GTWYFORD-Plat05-WB-national-rail,910GTWYFORD,national-rail,,,,,,,,False,,True,,
910GUPRHLWY-Plat01-WB-london-overground,910GUPRHLWY,suffragette,Gospel Oak,,,,,,,False,,True,,
910GUPRHLWY-Plat02-EB-london-overground,910GUPRHLWY,suffragette,Barking,,,,,,,False,,True,,
910GWAPPING-Plat01-NB-london-overground,910GWAPPING,windrush,,,,,,,,False,,False,,
910GWAPPING-Plat02-SB-london-overground,910GWAPPING,windrush,,,,,,,,False,,False,,
910GWATFDHS-Plat01-SB-london-overground,910GWATFDHS,lioness,,,,,,,,False,,False,,
910GWATFDHS-Plat02-NB-london-overground,910GWATFDHS,lioness,,,,,,,,False,,False,,
910GWCOMBEP-Plat01-WB-national-rail,910GWCOMBEP,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWCOMBEP-Plat02-EB-national-rail,910GWCOMBEP,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWDGRNPK-Plat01-WB-london-overground,910GWDGRNPK,suffragette,,,,,,,,False,,False,,
910GWDGRNPK-Plat02-EB-london-overground,910GWDGRNPK,suffragette,,,,,,,,False,,False,,
910GWDRYTON-Plat01-WB-elizabeth|national-rail,910GWDRYTON,elizabeth,,,,,,,,False,,True,,
910GWDRYTON-Plat01-WB-elizabeth|national-rail,910GWDRYTON,national-rail,,,,,,,,False,,True,,
910GWDRYTON-Plat02-EB-elizabeth|national-rail,910GWDRYTON,elizabeth,,,,,,,,False,,True,,
910GWDRYTON-Plat02-EB-elizabeth|national-rail,910GWDRYTON,national-rail,,,,,,,,False,,True,,
910GWDRYTON-Plat03-WB-elizabeth|national-rail,910GWDRYTON,elizabeth,,,,,,,,False,,True,,
910GWDRYTON-Plat03-WB-elizabeth|national-rail,910GWDRYTON,national-rail,,,,,,,,False,,True,,
910GWDRYTON-Plat04-EB-elizabeth|national-rail,910GWDRYTON,elizabeth,,,,,,,,False,,True,,
910GWDRYTON-Plat04-EB-elizabeth|national-rail,910GWDRYTON,national-rail,,,,,,,,False,,True,,
910GWDRYTON-Plat05-EB-elizabeth,910GWDRYTON,elizabeth,,,,,,,,False,,True,,
910GWDST-Plat01-SB-london-overground,910GWDST,weaver,,,,,,,,False,,False,,
910GWDST-Plat02-NB-london-overground,910GWDST,weaver,,,,,,,,False,,False,,
910GWEALING-Plat03-WB-elizabeth|national-rail,910GWEALING,elizabeth,,,,,,,,False,,True,,
910GWEALING-Plat03-WB-elizabeth|national-rail,910GWEALING,national-rail,,,,,,,,False,,True,,
910GWEALING-Plat04-EB-elizabeth|national-rail,910GWEALING,elizabeth,,,,,,,,False,,True,,
910GWEALING-Plat04-EB-elizabeth|national-rail,910GWEALING,national-rail,,,,,,,,False,,True,,
910GWEALING-Plat05-WB-national-rail,910GWEALING,national-rail,,,,,,,,False,,True,,
910GWHHRTLA-Plat01-SB-london-overground,910GWHHRTLA,weaver,Liverpool Street,,,,,,,False,,True,,
910GWHHRTLA-Plat02-NB-london-overground,910GWHHRTLA,weaver,Silver Street,,,,,,,False,,True,,
910GWHMDSTD-Plat01-EB-london-overground,910GWHMDSTD,mildmay,Highbury & Islington,,,,,,,False,,True,,
910GWHMDSTD-Plat02-WB-london-overground,910GWHMDSTD,mildmay,Willesden Junction,,,,,,,False,,True,,
910GWHMPSTM-Plat01-SB-national-rail,910GWHMPSTM,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWHMPSTM-Plat02-NB-national-rail,910GWHMPSTM,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWHMPSTM-Plat03-SB-national-rail,910GWHMPSTM,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWHMPSTM-Plat04-NB-national-rail,910GWHMPSTM,national-rail,,,,,,,,False,,True,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWIMLCHS-Plat01-NB-national-rail,910GWIMLCHS,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWIMLCHS-Plat02-SB-national-rail,910GWIMLCHS,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWLTHQRD-Plat01-WB-london-overground,910GWLTHQRD,suffragette,Gospel Oak,,,,,,,False,,True,,
910GWLTHQRD-Plat02-EB-london-overground,910GWLTHQRD,suffragette,Barking,,,,,,,False,,True,,
910GWNDSWRD-Plat01-WB-london-overground,910GWNDSWRD,windrush,,,,,,,,False,,False,,
910GWNDSWRD-Plat02-EB-london-overground,910GWNDSWRD,windrush,,,,,,,,False,,False,,
910GWNSTDPK-Plat01-WB-london-overground,910GWNSTDPK,suffragette,,,,,,,,False,,False,,
910GWNSTDPK-Plat02-EB-london-overground,910GWNSTDPK,suffragette,,,,,,,,False,,False,,
910GWSUTTON-Plat01-NB-national-rail,910GWSUTTON,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWSUTTON-Plat02-SB-national-rail,910GWSUTTON,national-rail,,,,,,,,False,,False,"Not operated by TfL. If you need assistance, please check assisted travel at www.thameslinkrailway.co.uk",
910GWOLWXR-PlatA-EB-elizabeth,910GWOLWXR,elizabeth,,,,,,,,False,,False,,
910GWOLWXR-PlatB-WB-elizabeth,910GWOLWXR,elizabeth,,,,,,,,False,,False,,
940GZZALGWP-NB-london-cable-car,940GZZALGWP,london-cable-car,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZALRDK-SB-london-cable-car,940GZZALRDK,london-cable-car,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZCRADD-EB-tram,940GZZCRADD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRADD-WB-tram,940GZZCRADD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRADV-EB-tram,940GZZCRADV,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRADV-WB-tram,940GZZCRADV,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRAMP-EB-tram,940GZZCRAMP,tram,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZCRAMP-WB-tram,940GZZCRAMP,tram,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZCRARA-EB-tram,940GZZCRARA,tram,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZCRARA-WB-tram,940GZZCRARA,tram,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZCRAVE-EB-tram,940GZZCRAVE,tram,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZCRAVE-WB-tram,940GZZCRAVE,tram,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZCRBED-EB-tram,940GZZCRBED,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRBED-WB-tram,940GZZCRBED,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRBGV-EB-tram,940GZZCRBGV,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRBGV-WB-tram,940GZZCRBGV,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRBLA-EB-tram,940GZZCRBLA,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRBLA-WB-tram,940GZZCRBLA,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRBRD-EB-tram,940GZZCRBRD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRBRD-WB-tram,940GZZCRBRD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRCEN-WB-tram,940GZZCRCEN,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRCHR-WB-tram,940GZZCRCHR,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRCOO-EB-tram,940GZZCRCOO,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRCOO-WB-tram,940GZZCRCOO,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRCTR-EB-tram,940GZZCRCTR,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRDDR-EB-tram,940GZZCRDDR,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRDDR-WB-tram,940GZZCRDDR,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRFLD-EB-tram,940GZZCRFLD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRFLD-WB-tram,940GZZCRFLD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRGRA-EB-tram,940GZZCRGRA,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRGRA-WB-tram,940GZZCRGRA,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRHAR-EB-tram,940GZZCRHAR,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRHAR-WB-tram,940GZZCRHAR,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRKGH-EB-tram,940GZZCRKGH,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRKGH-WB-tram,940GZZCRKGH,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRLEB-EB-tram,940GZZCRLEB,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRLEB-WB-tram,940GZZCRLEB,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRLOY-EB-tram,940GZZCRLOY,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRLOY-WB-tram,940GZZCRLOY,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRMCH-EB-tram,940GZZCRMCH,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRMCH-WB-tram,940GZZCRMCH,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRMDN-EB-tram,940GZZCRMDN,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRMDN-WB-tram,940GZZCRMDN,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRMTP-EB-tram,940GZZCRMTP,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRMTP-WB-tram,940GZZCRMTP,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRNWA-WB-tram,940GZZCRNWA,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRPHI-EB-tram,940GZZCRPHI,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRPHI-WB-tram,940GZZCRPHI,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRRVC-EB-tram,940GZZCRRVC,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRSAN-EB-tram,940GZZCRSAN,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRSAN-WB-tram,940GZZCRSAN,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRTPA-EB-tram,940GZZCRTPA,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRTPA-WB-tram,940GZZCRTPA,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRWAD-EB-tram,940GZZCRWAD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRWAD-WB-tram,940GZZCRWAD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRWAN-EB-tram,940GZZCRWAN,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRWAN-WB-tram,940GZZCRWAN,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRWEL-EB-tram,940GZZCRWEL,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRWOD-EB-tram,940GZZCRWOD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZCRWOD-WB-tram,940GZZCRWOD,tram,,0.0,85.0,,0.0,50.0,,True,,False,,
940GZZDLABR-Plat01-SB-dlr,940GZZDLABR,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLABR-Plat02-NB-dlr,940GZZDLABR,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLALL-Plat01-NB-dlr,940GZZDLALL,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLALL-Plat02-SB-dlr,940GZZDLALL,dlr,Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBEC-Plat01-WB-dlr,940GZZDLBEC,dlr,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBEC-Plat02-WB-dlr,940GZZDLBEC,dlr,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBLA-Plat01-EB-dlr,940GZZDLBLA,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBLA-Plat02-WB-dlr,940GZZDLBLA,dlr,Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBOW-Plat01-NB-dlr,940GZZDLBOW,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBOW-Plat02-SB-dlr,940GZZDLBOW,dlr,Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBPK-Plat01-EB-dlr,940GZZDLBPK,dlr,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLBPK-Plat02-WB-dlr,940GZZDLBPK,dlr,,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLCLA-Plat01-SB-dlr,940GZZDLCLA,dlr,Lewisham,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLCLA-Plat02-NB-dlr,940GZZDLCLA,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
HUBCUS-PlatA-EB-elizabeth,910GCSTMHSXR,elizabeth,,0.0,85.0,,0.0,50.0,,False,,False,,
HUBCUS-PlatB-WB-elizabeth,910GCSTMHSXR,elizabeth,,0.0,85.0,,0.0,50.0,,False,,False,,
HUBCUS-Plat03-EB-dlr,940GZZDLCUS,dlr,Beckton,0.0,85.0,,0.0,50.0,,False,,False,,
HUBCUS-Plat04-WB-dlr,940GZZDLCUS,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLCYP-Plat01-EB-dlr,940GZZDLCYP,dlr,Beckton,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLCYP-Plat02-WB-dlr,940GZZDLCYP,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLDEP-Plat01-SB-dlr,940GZZDLDEP,dlr,Lewisham,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLDEP-Plat02-NB-dlr,940GZZDLDEP,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLDEV-Plat01-NB-dlr,940GZZDLDEV,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLDEV-Plat02-SB-dlr,940GZZDLDEV,dlr,Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLEIN-Plat01-EB-dlr,940GZZDLEIN,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLEIN-Plat02-WB-dlr,940GZZDLEIN,dlr,Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLELV-Plat01-SB-dlr,940GZZDLELV,dlr,Lewisham,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLELV-Plat02-NB-dlr,940GZZDLELV,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLGAL-Plat01-EB-dlr,940GZZDLGAL,dlr,Beckton,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLGAL-Plat02-WB-dlr,940GZZDLGAL,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLHEQ-Plat01-SB-dlr,940GZZDLHEQ,dlr,Lewisham,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLHEQ-Plat02-NB-dlr,940GZZDLHEQ,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLISL-Plat01-SB-dlr,940GZZDLISL,dlr,Lewisham,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLISL-Plat02-NB-dlr,940GZZDLISL,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLKGV-Plat01-SB-dlr,940GZZDLKGV,dlr,Woolwich Arsenal,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLKGV-Plat02-NB-dlr,940GZZDLKGV,dlr,Bank and Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLLDP-Plat01-NB-dlr,940GZZDLLDP,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLLDP-Plat02-SB-dlr,940GZZDLLDP,dlr,Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLMUD-Plat01-SB-dlr,940GZZDLMUD,dlr,Lewisham,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLMUD-Plat02-NB-dlr,940GZZDLMUD,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPDK-Plat01-SB-dlr,940GZZDLPDK,dlr,Woolwich Arsenal,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPDK-Plat02-NB-dlr,940GZZDLPDK,dlr,Bank and Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPOP-Plat01-EB-dlr,940GZZDLPOP,dlr,Woolwich Arsenal,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPOP-Plat02-NB-dlr,940GZZDLPOP,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPOP-Plat03-SB-dlr,940GZZDLPOP,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPOP-Plat04-WB-dlr,940GZZDLPOP,dlr,Westferry,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPRE-Plat01-EB-dlr,940GZZDLPRE,dlr,Beckton,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPRE-Plat02-WB-dlr,940GZZDLPRE,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPUD-Plat01-EB-dlr,940GZZDLPUD,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLPUD-Plat02-WB-dlr,940GZZDLPUD,dlr,Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLRAL-Plat01-EB-dlr,940GZZDLRAL,dlr,Beckton,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLRAL-Plat02-WB-dlr,940GZZDLRAL,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLRVC-Plat01-EB-dlr,940GZZDLRVC,dlr,Beckton,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLRVC-Plat02-WB-dlr,940GZZDLRVC,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSHS-Plat01-SB-dlr,940GZZDLSHS,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSHS-Plat02-NB-dlr,940GZZDLSHS,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSIT-Plat01-SB-dlr,940GZZDLSIT,dlr,Woolwich,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSIT-Plat02-SB-dlr,940GZZDLSIT,dlr,Woolwich,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSOQ-Plat01-SB-dlr,940GZZDLSOQ,dlr,Lewisham,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSOQ-Plat02-NB-dlr,940GZZDLSOQ,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSTL-Plat01-SB-dlr,940GZZDLSTL,dlr,Canning Town,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLSTL-Plat02-NB-dlr,940GZZDLSTL,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLWFE-Plat01-EB-dlr,940GZZDLWFE,dlr,Canary Wharf and Poplar,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLWFE-Plat02-WB-dlr,940GZZDLWFE,dlr,Shadwell,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLWIQ-Plat02-SB-dlr,940GZZDLWIQ,dlr,Canary Wharf,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLWIQ-Plat03-NB-dlr,940GZZDLWIQ,dlr,Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLWIQ-Plat04-WB-dlr,940GZZDLWIQ,dlr,Westferry,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLWSV-Plat01-SB-dlr,940GZZDLWSV,dlr,Woolwich Arsenal,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZDLWSV-Plat02-NB-dlr,940GZZDLWSV,dlr,Bank and Stratford,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUACT-Plat01-WB-district|piccadilly,940GZZLUACT,district,Ealing Broadway,,,103.0,,,300.0,False,,True,,
940GZZLUACT-Plat01-WB-district|piccadilly,940GZZLUACT,piccadilly,Uxbridge or Heathrow,76.0,168.0,,127.0,141.0,,False,,True,,
940GZZLUACT-Plat02-WB-piccadilly,940GZZLUACT,piccadilly,Uxbridge or Heathrow,76.0,168.0,,127.0,141.0,,False,,True,,
940GZZLUACT-Plat03-EB-piccadilly,940GZZLUACT,piccadilly,Oakwood,125.0,156.0,,143.0,197.0,,False,,True,,
940GZZLUACT-Plat04-EB-district|piccadilly,940GZZLUACT,district,Upminster,,,80.0,,,217.0,False,,True,,
940GZZLUACT-Plat04-EB-district|piccadilly,940GZZLUACT,piccadilly,Oakwood,125.0,156.0,,143.0,197.0,,False,,True,,
940GZZLUACY-Plat01-NB-northern,940GZZLUACY,northern,,,,,,,,False,,False,,
940GZZLUACY-Plat02-SB-northern,940GZZLUACY,northern,,,,,,,,False,,False,,
940GZZLUADE-Plat01-WB-district|hammersmith-city,940GZZLUADE,district,Earl's Court,,,47.0,,,153.0,False,,True,,
940GZZLUADE-Plat01-WB-district|hammersmith-city,940GZZLUADE,hammersmith-city,Hammersmith,,,47.0,,,153.0,False,,True,,
940GZZLUADE-Plat02-EB-district|hammersmith-city,940GZZLUADE,district,Upminster,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUADE-Plat02-EB-district|hammersmith-city,940GZZLUADE,hammersmith-city,Barking,0.0,85.0,,0.0,50.0,,False,,False,,
940GZZLUAGL-Plat01-SB-northern,940GZZLUAGL,northern,,,,,,,,False,,False,,
940GZZLUAGL-Plat02-NB-northern,940GZZLUAGL,northern,,,,,,,,False,,False,,
940GZZLUALD-Plat01-EB-circle,940GZZLUALD,circle,,,,,,,,False,,False,,
